COLLEGE,DEPT,SSTS,CRN,COURSE,SEC,TITLE,PT TRM,CR,CONT,DAYS,TIME,LOCATION,SCD OVR,SD,INSM,IP,INSTRUCTOR,INS OVR,PRIMARY,% RESPONSE,SAPR,FEE,FEE DETL,MAX CAP,TERMS
College of Arts and Sciences,BLY,A,20200,BLY101L,751,Life Science I Laboratory,1,1.0,2.0,M,1115  1255,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20200,BLY101L,751,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20200,BLY101L,751,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20200,BLY101L,751,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20200,BLY101L,751,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20200,BLY101L,751,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20201,BLY101L,752,Life Science I Laboratory,1,1.0,2.0,M,1430  1610,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20201,BLY101L,752,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20201,BLY101L,752,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20201,BLY101L,752,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20201,BLY101L,752,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20201,BLY101L,752,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20202,BLY101L,753,Life Science I Laboratory,1,1.0,2.0,M,1430  1610,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20202,BLY101L,753,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20202,BLY101L,753,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20202,BLY101L,753,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20202,BLY101L,753,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20202,BLY101L,753,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20203,BLY101L,754,Life Science I Laboratory,1,1.0,2.0,T,0800  0940,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20203,BLY101L,754,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20203,BLY101L,754,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20203,BLY101L,754,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20203,BLY101L,754,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20203,BLY101L,754,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20204,BLY101L,755,Life Science I Laboratory,1,1.0,2.0,T,0800  0940,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20204,BLY101L,755,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20204,BLY101L,755,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20204,BLY101L,755,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20204,BLY101L,755,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20204,BLY101L,755,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20205,BLY101L,756,Life Science I Laboratory,1,1.0,2.0,T,1230  1410,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20205,BLY101L,756,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20205,BLY101L,756,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20205,BLY101L,756,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20205,BLY101L,756,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20205,BLY101L,756,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20814,BLY101L,757,Life Science I Laboratory,1,1.0,2.0,T,1230  1410,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20814,BLY101L,757,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20814,BLY101L,757,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20814,BLY101L,757,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20814,BLY101L,757,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20814,BLY101L,757,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20815,BLY101L,758,Life Science I Laboratory,1,1.0,2.0,W,1010  1150,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20815,BLY101L,758,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20815,BLY101L,758,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20815,BLY101L,758,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20815,BLY101L,758,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20815,BLY101L,758,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20816,BLY101L,759,Life Science I Laboratory,1,1.0,2.0,W,1010  1150,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20816,BLY101L,759,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20816,BLY101L,759,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20816,BLY101L,759,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20816,BLY101L,759,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20816,BLY101L,759,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,21985,BLY101L,760,Life Science I Laboratory,1,1.0,2.0,W,1430  1610,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,21985,BLY101L,760,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,21985,BLY101L,760,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,21985,BLY101L,760,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,21985,BLY101L,760,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,21985,BLY101L,760,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,21989,BLY101L,761,Life Science I Laboratory,1,1.0,2.0,W,1430  1610,ELSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,21989,BLY101L,761,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,21989,BLY101L,761,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,21989,BLY101L,761,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,21989,BLY101L,761,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,21989,BLY101L,761,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20259,BLY101L,762,Life Science I Laboratory,1,1.0,2.0,R,1000  1140,ELSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20259,BLY101L,762,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20259,BLY101L,762,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20259,BLY101L,762,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20259,BLY101L,762,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20259,BLY101L,762,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,20536,BLY101L,763,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,X,20536,BLY101L,763,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,20536,BLY101L,763,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,20536,BLY101L,763,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,20536,BLY101L,763,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,20536,BLY101L,763,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22236,BLY101L,764,Life Science I Laboratory,1,1.0,2.0,M,1800  1940,ELSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,22236,BLY101L,764,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22236,BLY101L,764,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22236,BLY101L,764,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22236,BLY101L,764,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22236,BLY101L,764,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22238,BLY101L,765,Life Science I Laboratory,1,1.0,2.0,T,1800  1940,ELSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,22238,BLY101L,765,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22238,BLY101L,765,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22238,BLY101L,765,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22238,BLY101L,765,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22238,BLY101L,765,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,23661,BLY101L,766,Life Science I Laboratory,1,1.0,2.0,W,1800  1940,ELSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,23661,BLY101L,766,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,23661,BLY101L,766,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,23661,BLY101L,766,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,23661,BLY101L,766,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,23661,BLY101L,766,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,22237,BLY101L,767,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,X,22237,BLY101L,767,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,22237,BLY101L,767,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,22237,BLY101L,767,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,22237,BLY101L,767,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,22237,BLY101L,767,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,22239,BLY101L,768,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,X,22239,BLY101L,768,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,22239,BLY101L,768,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,22239,BLY101L,768,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,22239,BLY101L,768,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,22239,BLY101L,768,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,23674,BLY101L,769,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,X,23674,BLY101L,769,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,23674,BLY101L,769,time by utilizing electronic learning tools. Requires an,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,23674,BLY101L,769,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,23674,BLY101L,769,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,23674,BLY101L,769,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,27208,BLY101L,802,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,WEB WEB,,W,WO,C,C Delaney Tucker,,Y,100,,15.00,EBLY,37,0
College of Arts and Sciences,BLY,A,27208,BLY101L,802,FULLY ONLINE SECTION.  This course is offered via internet,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,27208,BLY101L,802,only and has no scheduled times. USAonline courses are,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,27208,BLY101L,802,offered in Canvas.,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,27208,BLY101L,802,STUDENTS REGISTERING FOR THE ONLINE LECTURE MUST,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,27208,BLY101L,802,REGISTER FOR THE ONLINE LAB.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,23702,BLY102,102,Life Science II,1,3.0,3.0,TR,1100  1215,LSLH 0003,,LE,WE,C,J Howell,,Y,100,,,,120,0
College of Arts and Sciences,BLY,A,20797,BLY102,501,Life Science II,1,3.0,3.0,M,1800  2030,ELSCB 0131,,LE,WE,C,S Delchamps,,Y,100,,,,30,0
College of Arts and Sciences,BLY,A,27210,BLY102,801,Life Science II,1,3.0,3.0,TBA,TBA  TBA,WEB WEB,,W,WO,C,J Howell,,Y,100,,,,40,0
College of Arts and Sciences,BLY,A,27210,BLY102,801,MUST take Lab BLY 102L.801 CRN 27289 with BLY 102.801,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,27210,BLY102,801,CRN 27288.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,27210,BLY102,801,FULLY ONLINE SECTION.  This course is offered via internet,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,27210,BLY102,801,only and has no scheduled times. USAonline courses are,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,27210,BLY102,801,offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20207,BLY102L,101,Life Science II Lab,1,1.0,2.0,M,1115  1255,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20208,BLY102L,102,Life Science II Lab,1,1.0,2.0,M,1535  1715,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,X,20209,BLY102L,103,Life Science II Lab,1,1.0,2.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20210,BLY102L,104,Life Science II Lab,1,1.0,2.0,T,1230  1410,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,X,20211,BLY102L,105,Life Science II Lab,1,1.0,2.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20212,BLY102L,106,Life Science II Lab,1,1.0,2.0,W,0905  1045,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20213,BLY102L,107,Life Science II Lab,1,1.0,2.0,W,1115  1255,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20214,BLY102L,108,Life Science II Lab,1,1.0,2.0,W,1325  1505,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,X,20795,BLY102L,109,Life Science II Lab,1,1.0,2.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,20796,BLY102L,110,Life Science II Lab,1,1.0,2.0,R,1530  1710,ELSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20960,BLY102L,501,Life Science II Lab,1,1.0,2.0,R,1800  1940,ELSCB 0045,,BE,WE,C,STAFF,,,,,15.00,EBLY,0,0
College of Arts and Sciences,BLY,A,27211,BLY102L,801,Life Science II Lab,1,1.0,2.0,TBA,TBA  TBA,WEB WEB,,W,WO,C,J Howell,,Y,100,,15.00,EBLY,40,0
College of Arts and Sciences,BLY,A,27211,BLY102L,801,MUST take Lecture BLY 102.801 CRN 27288 with BLY 102L.801,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,27211,BLY102L,801,CRN 27289.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,27211,BLY102L,801,FULLY ONLINE SECTION.  This course is offered via internet,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,27211,BLY102L,801,only and has no scheduled times. USAonline courses are,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,27211,BLY102L,801,offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20215,BLY121,101,General Biology I,1,3.0,3.0,MWF,1115  1205,LSLH 0003,,LE,WE,C,STAFF,,,,,,,145,0
College of Arts and Sciences,BLY,A,24605,BLY121,102,General Biology I,1,3.0,3.0,MWF,1430  1520,LSLH 0003,,LE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,A,20558,BLY121,501,General Biology I,1,3.0,3.0,T,1800  2030,LSLH 0003,,LE,WE,C,R Adlington,,Y,100,,,,100,0
College of Arts and Sciences,BLY,A,20216,BLY121L,101,General Biology I Lab,1,1.0,3.0,T,0800  1030,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20217,BLY121L,102,General Biology I Lab,1,1.0,3.0,T,1100  1330,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20218,BLY121L,103,General Biology I Lab,1,1.0,3.0,T,1400  1630,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20219,BLY121L,104,General Biology I Lab,1,1.0,3.0,W,1220  1450,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20220,BLY121L,105,General Biology I Lab,1,1.0,3.0,W,1535  1800,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20221,BLY121L,106,General Biology I Lab,1,1.0,3.0,R,0930  1200,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20222,BLY121L,107,General Biology I Lab,1,1.0,3.0,R,1230  1500,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,23026,BLY121L,108,General Biology I Lab,1,1.0,3.0,W,0800  1030,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,X,24094,BLY121L,109,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,38.00,EBLY,0,0
College of Arts and Sciences,BLY,X,24100,BLY121L,110,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,38.00,EBLY,0,0
College of Arts and Sciences,BLY,X,24131,BLY121L,111,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,38.00,EBLY,0,0
College of Arts and Sciences,BLY,X,20559,BLY121L,501,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,38.00,EBLY,0,0
College of Arts and Sciences,BLY,A,23036,BLY121L,502,General Biology I Lab,1,1.0,3.0,W,1815  2045,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,25654,BLY121L,503,General Biology I Lab,1,1.0,3.0,R,1800  2030,ELSCB 0225,,BE,WE,C,STAFF,,,,,38.00,EBLY,24,0
College of Arts and Sciences,BLY,A,20231,BLY122,101,General Biology II,1,3.0,3.0,MWF,1325  1415,LSLH 0003,,LE,WE,C,E Itza,,Y,100,,,,145,0
